id,count,site,locality,date,vaccine_type,posted,website
1383681182231973897,,Cvs - North Easton,North Easton,2021-04-18 07:17:56,,2021-04-18 07:17:56,https://t.co/cvau09byrf
1383681182231973897,,Cvs - Palmer,Palmer,2021-04-18 07:17:56,,2021-04-18 07:17:56,https://t.co/cvau09byrf
1383681182231973897,,Cvs - Randolph,Randolph,2021-04-18 07:17:56,,2021-04-18 07:17:56,https://t.co/cvau09byrf
1383681182231973897,,Cvs - Salem,Salem,2021-04-18 07:17:56,,2021-04-18 07:17:56,https://t.co/cvau09byrf
1383681182231973897,,Cvs - Seekonk,Seekonk,2021-04-18 07:17:56,,2021-04-18 07:17:56,https://t.co/cvau09byrf
1383681182231973897,,Cvs - South Yarmouth,South Yarmouth,2021-04-18 07:17:56,,2021-04-18 07:17:56,https://t.co/cvau09byrf
1383681182231973897,,Cvs - Springfield,Springfield,2021-04-18 07:17:56,,2021-04-18 07:17:56,https://t.co/cvau09byrf
1383677585922531336,,Cvs - South Yarmouth,South Yarmouth,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677585922531336,,Cvs - Springfield,Springfield,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677585922531336,,Cvs - Sturbridge,Sturbridge,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677585922531336,,Cvs - Taunton,Taunton,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677585922531336,,Cvs - West Bridgewater,West Bridgewater,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677585922531336,,Cvs - West Springfield,West Springfield,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677585922531336,,Cvs - Westport,Westport,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677585922531336,,Cvs - Worcester,Worcester,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Agawam,Agawam,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Brockton,Brockton,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - East Boston,East Boston,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Fall River,Fall River,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Greenfield,Greenfield,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Haverhill,Haverhill,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Holbrook,Holbrook,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Holyoke,Holyoke,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Hyannis,Hyannis,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Lynn,Lynn,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Mattapan,Mattapan,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Methuen,Methuen,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - New Bedford,New Bedford,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - North Easton,North Easton,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Palmer,Palmer,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Randolph,Randolph,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Revere,Revere,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Salem,Salem,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383677584026701834,,Cvs - Seekonk,Seekonk,2021-04-18 07:03:38,,2021-04-18 07:03:38,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Seekonk,Seekonk,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Shrewsbury,Shrewsbury,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - South Yarmouth,South Yarmouth,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Southbridge,Southbridge,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Springfield,Springfield,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Sturbridge,Sturbridge,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Taunton,Taunton,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Waltham,Waltham,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Watertown,Watertown,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - West Bridgewater,West Bridgewater,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - West Springfield,West Springfield,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Westfield,Westfield,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Westport,Westport,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Weymouth,Weymouth,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692641972363270,,Cvs - Worcester,Worcester,2021-04-18 08:03:28,,2021-04-18 08:03:28,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Holyoke,Holyoke,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Hyannis,Hyannis,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Hyde Park,Hyde Park,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Ipswich,Ipswich,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Lakeville,Lakeville,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Lowell,Lowell,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Lynn,Lynn,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Malden,Malden,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Mattapan,Mattapan,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Maynard,Maynard,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Medfield,Medfield,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Medford,Medford,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Methuen,Methuen,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Milford,Milford,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - New Bedford,New Bedford,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - North Easton,North Easton,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - North Grafton,North Grafton,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Palmer,Palmer,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Randolph,Randolph,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692640122593282,,Cvs - Salem,Salem,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Agawam,Agawam,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Beverly,Beverly,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Boston,Boston,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Braintree,Braintree,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Brockton,Brockton,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Cambridge,Cambridge,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Chelsea,Chelsea,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Danvers,Danvers,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Dedham,Dedham,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Dorchester,Dorchester,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - East Boston,East Boston,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - East Falmouth,East Falmouth,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Fall River,Fall River,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Fitchburg,Fitchburg,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Framingham,Framingham,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Greenfield,Greenfield,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Haverhill,Haverhill,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383692638381957127,,Cvs - Holbrook,Holbrook,2021-04-18 08:03:27,,2021-04-18 08:03:27,https://t.co/cvau09byrf
1383689026129956870,,Cvs - Springfield,Springfield,2021-04-18 07:49:06,,2021-04-18 07:49:06,https://t.co/cvau09byrf
1383689026129956870,,Cvs - Sturbridge,Sturbridge,2021-04-18 07:49:06,,2021-04-18 07:49:06,https://t.co/cvau09byrf
1383689026129956870,,Cvs - Taunton,Taunton,2021-04-18 07:49:06,,2021-04-18 07:49:06,https://t.co/cvau09byrf
1383689026129956870,,Cvs - West Bridgewater,West Bridgewater,2021-04-18 07:49:06,,2021-04-18 07:49:06,https://t.co/cvau09byrf
1383689026129956870,,Cvs - Westport,Westport,2021-04-18 07:49:06,,2021-04-18 07:49:06,https://t.co/cvau09byrf
1383689026129956870,,Cvs - Worcester,Worcester,2021-04-18 07:49:06,,2021-04-18 07:49:06,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Agawam,Agawam,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Brockton,Brockton,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - East Boston,East Boston,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Fall River,Fall River,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Greenfield,Greenfield,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Haverhill,Haverhill,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Holbrook,Holbrook,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Hyannis,Hyannis,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Lynn,Lynn,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Mattapan,Mattapan,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Methuen,Methuen,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - New Bedford,New Bedford,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - North Easton,North Easton,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Palmer,Palmer,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Randolph,Randolph,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Salem,Salem,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - Seekonk,Seekonk,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383689024355782659,,Cvs - South Yarmouth,South Yarmouth,2021-04-18 07:49:05,,2021-04-18 07:49:05,https://t.co/cvau09byrf
1383685076785897478,,Cvs - South Yarmouth,South Yarmouth,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685076785897478,,Cvs - Springfield,Springfield,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685076785897478,,Cvs - Taunton,Taunton,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685076785897478,,Cvs - West Bridgewater,West Bridgewater,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685076785897478,,Cvs - West Springfield,West Springfield,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685076785897478,,Cvs - Westfield,Westfield,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685076785897478,,Cvs - Westport,Westport,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685076785897478,,Cvs - Worcester,Worcester,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Agawam,Agawam,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Beverly,Beverly,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Brockton,Brockton,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - East Boston,East Boston,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Fall River,Fall River,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Greenfield,Greenfield,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Hanover,Hanover,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Haverhill,Haverhill,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Holbrook,Holbrook,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Holyoke,Holyoke,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Hyannis,Hyannis,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Lynn,Lynn,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Methuen,Methuen,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - New Bedford,New Bedford,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - North Easton,North Easton,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Palmer,Palmer,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Randolph,Randolph,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Salem,Salem,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383685074890084354,,Cvs - Seekonk,Seekonk,2021-04-18 07:33:24,,2021-04-18 07:33:24,https://t.co/cvau09byrf
1383741731372294149,,Cvs - South Yarmouth,South Yarmouth,2021-04-18 11:18:32,,2021-04-18 11:18:32,https://t.co/cvau09byrf
1383741731372294149,,Cvs - Springfield,Springfield,2021-04-18 11:18:32,,2021-04-18 11:18:32,https://t.co/cvau09byrf
1383741731372294149,,Cvs - Taunton,Taunton,2021-04-18 11:18:32,,2021-04-18 11:18:32,https://t.co/cvau09byrf
1383741731372294149,,Cvs - West Bridgewater,West Bridgewater,2021-04-18 11:18:32,,2021-04-18 11:18:32,https://t.co/cvau09byrf
1383741731372294149,,Cvs - Westport,Westport,2021-04-18 11:18:32,,2021-04-18 11:18:32,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Agawam,Agawam,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Boston,Boston,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Brockton,Brockton,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Chelsea,Chelsea,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - East Boston,East Boston,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Fall River,Fall River,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Greenfield,Greenfield,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Haverhill,Haverhill,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Holyoke,Holyoke,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Lynn,Lynn,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Malden,Malden,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Medford,Medford,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Methuen,Methuen,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - New Bedford,New Bedford,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - North Easton,North Easton,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - North Grafton,North Grafton,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Palmer,Palmer,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Randolph,Randolph,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383741729480724483,,Cvs - Seekonk,Seekonk,2021-04-18 11:18:31,,2021-04-18 11:18:31,https://t.co/cvau09byrf
1383738135348072452,,Cvs - Seekonk,Seekonk,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738135348072452,,Cvs - South Yarmouth,South Yarmouth,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738135348072452,,Cvs - Springfield,Springfield,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738135348072452,,Cvs - Taunton,Taunton,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738135348072452,,Cvs - West Bridgewater,West Bridgewater,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738135348072452,,Cvs - Westport,Westport,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Agawam,Agawam,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Brockton,Brockton,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Chelsea,Chelsea,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - East Boston,East Boston,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Fall River,Fall River,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Greenfield,Greenfield,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Haverhill,Haverhill,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Holyoke,Holyoke,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Hyannis,Hyannis,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Hyde Park,Hyde Park,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Lowell,Lowell,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Lynn,Lynn,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Malden,Malden,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Methuen,Methuen,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - New Bedford,New Bedford,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - North Easton,North Easton,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Palmer,Palmer,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Randolph,Randolph,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383738133347389446,,Cvs - Salem,Salem,2021-04-18 11:04:14,,2021-04-18 11:04:14,https://t.co/cvau09byrf
1383734219831005187,,Cvs - South Yarmouth,South Yarmouth,2021-04-18 10:48:41,,2021-04-18 10:48:41,https://t.co/cvau09byrf
1383734219831005187,,Cvs - Springfield,Springfield,2021-04-18 10:48:41,,2021-04-18 10:48:41,https://t.co/cvau09byrf
1383734219831005187,,Cvs - Taunton,Taunton,2021-04-18 10:48:41,,2021-04-18 10:48:41,https://t.co/cvau09byrf
1383734219831005187,,Cvs - Watertown,Watertown,2021-04-18 10:48:41,,2021-04-18 10:48:41,https://t.co/cvau09byrf
1383734219831005187,,Cvs - West Bridgewater,West Bridgewater,2021-04-18 10:48:41,,2021-04-18 10:48:41,https://t.co/cvau09byrf
1383734219831005187,,Cvs - Westport,Westport,2021-04-18 10:48:41,,2021-04-18 10:48:41,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Agawam,Agawam,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Brockton,Brockton,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Cambridge,Cambridge,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Chelsea,Chelsea,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Danvers,Danvers,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - East Boston,East Boston,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Fall River,Fall River,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Greenfield,Greenfield,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Haverhill,Haverhill,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Holyoke,Holyoke,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Hyannis,Hyannis,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Lynn,Lynn,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Malden,Malden,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Methuen,Methuen,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - New Bedford,New Bedford,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Palmer,Palmer,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Randolph,Randolph,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
1383734217930989575,,Cvs - Salem,Salem,2021-04-18 10:48:40,,2021-04-18 10:48:40,https://t.co/cvau09byrf
