id,count,site,locality,date,vaccine_type,posted,website
1386685506973544453,,Cvs - Methuen,Methuen,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - Milford,Milford,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - Millis,Millis,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - Milton,Milton,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - Needham,Needham,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - New Bedford,New Bedford,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - Newburyport,Newburyport,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - Newton,Newton,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - North Andover,North Andover,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - North Attleborough,North Attleborough,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685506973544453,,Cvs - North Dartmouth,North Dartmouth,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Great Barrington,Great Barrington,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Greenfield,Greenfield,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Hanover,Hanover,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Hanson,Hanson,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Haverhill,Haverhill,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Holbrook,Holbrook,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Holyoke,Holyoke,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Hyannis,Hyannis,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Hyde Park,Hyde Park,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Jamaica Plain,Jamaica Plain,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Kingston,Kingston,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Lanesborough,Lanesborough,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Lenox,Lenox,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Leominster,Leominster,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Littleton,Littleton,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Longmeadow,Longmeadow,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Lowell,Lowell,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685505929191427,,Cvs - Lynn,Lynn,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - East Bridgewater,East Bridgewater,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - East Falmouth,East Falmouth,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - East Longmeadow,East Longmeadow,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - East Wareham,East Wareham,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Easthampton,Easthampton,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Fairhaven,Fairhaven,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Fall River,Fall River,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Fitchburg,Fitchburg,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Foxborough,Foxborough,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Framingham,Framingham,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Franklin,Franklin,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Georgetown,Georgetown,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Gloucester,Gloucester,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504947695620,,Cvs - Granby,Granby,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Agawam,Agawam,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Amesbury,Amesbury,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Attleboro,Attleboro,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Belchertown,Belchertown,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Belmont,Belmont,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Billerica,Billerica,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Boston,Boston,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Bourne,Bourne,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Braintree,Braintree,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Brockton,Brockton,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Chelmsford,Chelmsford,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Chelsea,Chelsea,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Chestnut Hill,Chestnut Hill,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Danvers,Danvers,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Dedham,Dedham,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - Dorchester,Dorchester,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685504092098560,,Cvs - East Boston,East Boston,2021-04-26 14:16:02,,2021-04-26 14:16:02,https://t.co/cvau09jxzh
1386685496462557193,59,Hyde Park Covid-19 Vaccination Site @ Menino Ymca,Hyde Park,2021-04-26 00:00:00,,2021-04-26 14:16:00,https://t.co/wia9wkw5q0
1386684685007429640,63,Hyde Park Covid-19 Vaccination Site @ Menino Ymca,Hyde Park,2021-04-28 00:00:00,,2021-04-26 14:12:46,https://t.co/wia9wkw5q0
1386684684080386048,91,Hyde Park Covid-19 Vaccination Site @ Menino Ymca,Hyde Park,2021-04-27 00:00:00,,2021-04-26 14:12:46,https://t.co/wia9wkw5q0
1386677675209674755,458,Greenfield Senior Center,Greenfield,2021-04-30 00:00:00,Moderna Covid-19 Vaccine,2021-04-26 13:44:55,https://t.co/o0df0ep7sv
1386677403360153601,401,Greenfield Senior Center,Greenfield,2021-04-28 00:00:00,Moderna Covid-19 Vaccine,2021-04-26 13:43:50,https://t.co/o0df0ep7sv
1386677402311569416,565,Greenfield Senior Center,Greenfield,2021-04-27 00:00:00,Moderna Covid-19 Vaccine,2021-04-26 13:43:50,https://t.co/o0df0ep7sv
1386704348831420418,,Cvs - Worcester,Worcester,2021-04-26 15:30:55,,2021-04-26 15:30:55,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Swansea,Swansea,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Taunton,Taunton,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Uxbridge,Uxbridge,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Wakefield,Wakefield,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Wareham,Wareham,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Watertown,Watertown,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - West Boylston,West Boylston,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - West Bridgewater,West Bridgewater,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - West Roxbury,West Roxbury,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - West Springfield,West Springfield,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Westfield,Westfield,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Westford,Westford,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Westport,Westport,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Westwood,Westwood,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Whitman,Whitman,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704347879383043,,Cvs - Winchester,Winchester,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Roslindale,Roslindale,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Rowley,Rowley,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Salem,Salem,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Sandwich,Sandwich,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Saugus,Saugus,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Seekonk,Seekonk,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Sharon,Sharon,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - South Attleboro,South Attleboro,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - South Dartmouth,South Dartmouth,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - South Dennis,South Dennis,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - South Easton,South Easton,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - South Yarmouth,South Yarmouth,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Southbridge,Southbridge,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Southwick,Southwick,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Springfield,Springfield,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704346889474054,,Cvs - Swampscott,Swampscott,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - New Bedford,New Bedford,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Newburyport,Newburyport,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Newton,Newton,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - North Attleborough,North Attleborough,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - North Dartmouth,North Dartmouth,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - North Easton,North Easton,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Northampton,Northampton,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Norton,Norton,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Orleans,Orleans,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Palmer,Palmer,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Peabody,Peabody,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Pittsfield,Pittsfield,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Plainville,Plainville,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Plymouth,Plymouth,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Quincy,Quincy,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Randolph,Randolph,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345933271043,,Cvs - Revere,Revere,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Holyoke,Holyoke,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Hyannis,Hyannis,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Hyde Park,Hyde Park,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Jamaica Plain,Jamaica Plain,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Lenox,Lenox,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Lexington,Lexington,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Longmeadow,Longmeadow,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Lowell,Lowell,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Lynn,Lynn,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Malden,Malden,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Marstons Mills,Marstons Mills,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Mashpee,Mashpee,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Mattapan,Mattapan,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Medfield,Medfield,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Medford,Medford,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Medway,Medway,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Melrose,Melrose,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Methuen,Methuen,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704345077633024,,Cvs - Milton,Milton,2021-04-26 15:30:54,,2021-04-26 15:30:54,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Easthampton,Easthampton,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Everett,Everett,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Fairhaven,Fairhaven,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Fall River,Fall River,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Fitchburg,Fitchburg,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Foxborough,Foxborough,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Franklin,Franklin,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Georgetown,Georgetown,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Gloucester,Gloucester,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Granby,Granby,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Great Barrington,Great Barrington,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Greenfield,Greenfield,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Hanson,Hanson,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Haverhill,Haverhill,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Hingham,Hingham,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Holbrook,Holbrook,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704344041627649,,Cvs - Holden,Holden,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Acton,Acton,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Agawam,Agawam,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Amesbury,Amesbury,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Belchertown,Belchertown,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Beverly,Beverly,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Boston,Boston,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Bourne,Bourne,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Brockton,Brockton,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Chelsea,Chelsea,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Chestnut Hill,Chestnut Hill,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Concord,Concord,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Danvers,Danvers,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Dedham,Dedham,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - Dorchester,Dorchester,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - East Boston,East Boston,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - East Falmouth,East Falmouth,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - East Longmeadow,East Longmeadow,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386704343055966211,,Cvs - East Wareham,East Wareham,2021-04-26 15:30:53,,2021-04-26 15:30:53,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Watertown,Watertown,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Wayland,Wayland,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - West Bridgewater,West Bridgewater,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - West Newton,West Newton,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - West Roxbury,West Roxbury,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - West Springfield,West Springfield,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Westborough,Westborough,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Westfield,Westfield,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Westford,Westford,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Westport,Westport,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Westwood,Westwood,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Weymouth,Weymouth,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Whitinsville,Whitinsville,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Wilbraham,Wilbraham,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Winthrop,Winthrop,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722985357283336,,Cvs - Worcester,Worcester,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - South Dennis,South Dennis,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - South Easton,South Easton,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - South Hamilton,South Hamilton,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - South Yarmouth,South Yarmouth,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Southbridge,Southbridge,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Southwick,Southwick,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Springfield,Springfield,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Stoughton,Stoughton,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Sturbridge,Sturbridge,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Swampscott,Swampscott,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Swansea,Swansea,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Taunton,Taunton,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Uxbridge,Uxbridge,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Wakefield,Wakefield,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Ware,Ware,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722984455512072,,Cvs - Wareham,Wareham,2021-04-26 16:44:58,,2021-04-26 16:44:58,https://t.co/cvau09jxzh
1386722983427952641,,Cvs - Pembroke,Pembroke,2021-04-26 16:44:57,,2021-04-26 16:44:57,https://t.co/cvau09jxzh
1386722983427952641,,Cvs - Pittsfield,Pittsfield,2021-04-26 16:44:57,,2021-04-26 16:44:57,https://t.co/cvau09jxzh
1386722983427952641,,Cvs - Plainville,Plainville,2021-04-26 16:44:57,,2021-04-26 16:44:57,https://t.co/cvau09jxzh
